seqnames	start	end	width	strand	ploidy	sample.id	asm.id
chr1	145366608	146078007	711400	*	2n	NA12877	verkko
chr1	146078008	146078008	1	*	multi	NA12877	verkko
chr1	146078009	146161050	83042	*	2n	NA12877	verkko
chr1	146161051	146315940	154890	*	1n	NA12877	verkko
chr1	146317115	146991978	674864	*	2n	NA12877	verkko
chr1	146991979	146991979	1	*	multi	NA12877	verkko
chr1	146991980	148288482	1296503	*	2n	NA12877	verkko
chr1	148288483	148538214	249732	*	1n	NA12877	verkko
chr1	148538215	148538215	1	*	multi	NA12877	verkko
chr1	148538216	148611967	73752	*	1n	NA12877	verkko
chr1	148611968	149362355	750388	*	2n	NA12877	verkko
chr1	149362356	149363531	1176	*	multi	NA12877	verkko
chr1	149363532	149626718	263187	*	multi	NA12877	verkko
chr1	149626719	152213565	2586847	*	2n	NA12877	verkko
chr1	152213566	152213566	1	*	multi	NA12877	verkko
chr1	152213567	161440720	9227154	*	2n	NA12877	verkko
chr1	161440721	161440763	43	*	multi	NA12877	verkko
chr1	161440764	161440814	51	*	2n	NA12877	verkko
chr1	161440815	161440815	1	*	multi	NA12877	verkko
chr1	161440816	161454784	13969	*	2n	NA12877	verkko
chr1	161454785	161454785	1	*	multi	NA12877	verkko
chr1	161454786	161579353	124568	*	2n	NA12877	verkko
chr1	161579354	161579354	1	*	multi	NA12877	verkko
chr1	161579355	169254732	7675378	*	2n	NA12877	verkko
chr1	169254733	169276855	22123	*	1n	NA12877	verkko
chr1	169276856	175231433	5954578	*	2n	NA12877	verkko
chr1	175231434	175231552	119	*	1n	NA12877	verkko
chr1	175231553	187495696	12264144	*	2n	NA12877	verkko
chr1	187495697	187497596	1900	*	1n	NA12877	verkko
chr1	187497597	223558935	36061339	*	2n	NA12877	verkko
chr1	223608935	228557607	4948673	*	2n	NA12877	verkko
chr1	228557608	228558275	668	*	1n	NA12877	verkko
chr1	228608364	228608365	2	*	1n	NA12877	verkko
chr1	228608366	228762883	154518	*	multi	NA12877	verkko
chr1	228762884	246818008	18055125	*	2n	NA12877	verkko
chr1	246819348	247888176	1068829	*	2n	NA12877	verkko
chr1	247894336	248408898	514563	*	2n	NA12877	verkko
chr1	248408899	248408899	1	*	multi	NA12877	verkko
chr1	248408900	248519228	110329	*	2n	NA12877	verkko
chr1	248537336	248946422	409087	*	2n	NA12877	verkko
chr2	10174	10187	14	*	1n	NA12877	verkko
chr2	10188	16145119	16134932	*	2n	NA12877	verkko
chr2	16146119	32866714	16720596	*	2n	NA12877	verkko
chr2	32866715	32868129	1415	*	1n	NA12877	verkko
chr2	32868130	35750918	2882789	*	2n	NA12877	verkko
chr2	35772076	52939579	17167504	*	2n	NA12877	verkko
chr2	52939580	52955075	15496	*	1n	NA12877	verkko
chr2	52955076	87415999	34460924	*	2n	NA12877	verkko
chr2	87416000	87421407	5408	*	1n	NA12877	verkko
chr2	87421408	89330679	1909272	*	2n	NA12877	verkko
chr2	89754003	90228103	474101	*	2n	NA12877	verkko
chr2	90228104	90228104	1	*	multi	NA12877	verkko
chr2	90228105	90236569	8465	*	2n	NA12877	verkko
chr2	90236570	90287922	51353	*	multi	NA12877	verkko
chr2	90287923	90393694	105772	*	2n	NA12877	verkko
chr2	90393695	90402511	8817	*	1n	NA12877	verkko
chr2	91407248	91416120	8873	*	2n	NA12877	verkko
chr2	91416121	91505294	89174	*	multi	NA12877	verkko
chr2	91505295	91506918	1624	*	2n	NA12877	verkko
chr2	91506919	91516275	9357	*	multi	NA12877	verkko
chr2	91516276	91521844	5569	*	2n	NA12877	verkko
chr2	91521845	91523720	1876	*	multi	NA12877	verkko
chr2	91523721	91738052	214332	*	multi	NA12877	verkko
chr2	91738053	92081966	343914	*	2n	NA12877	verkko
chr2	92081967	92081967	1	*	multi	NA12877	verkko
chr2	92081968	92113016	31049	*	2n	NA12877	verkko
chr2	92113017	92113017	1	*	multi	NA12877	verkko
chr2	92113018	92132223	19206	*	2n	NA12877	verkko
chr2	92132224	92137236	5013	*	1n	NA12877	verkko
chr2	92367659	92409826	42168	*	1n	NA12877	verkko
chr2	92419265	92469172	49908	*	1n	NA12877	verkko
chr2	93563774	93617880	54107	*	1n	NA12877	verkko
chr2	94140561	94140577	17	*	1n	NA12877	verkko
chr2	94140578	94181270	40693	*	2n	NA12877	verkko
chr2	94181271	94181271	1	*	multi	NA12877	verkko
chr2	94181272	94187941	6670	*	2n	NA12877	verkko
chr2	94187942	94293015	105074	*	multi	NA12877	verkko
chr2	94496015	94516517	20503	*	2n	NA12877	verkko
chr2	94516518	94526577	10060	*	1n	NA12877	verkko
chr2	94526578	95435920	909343	*	2n	NA12877	verkko
chr2	95435921	95438512	2592	*	1n	NA12877	verkko
chr2	95438513	95638214	199702	*	2n	NA12877	verkko
chr2	95638215	95640816	2602	*	multi	NA12877	verkko
chr2	95640817	95932006	291190	*	2n	NA12877	verkko
chr2	95932007	95963374	31368	*	multi	NA12877	verkko
chr2	95963375	97347915	1384541	*	2n	NA12877	verkko
chr2	97360466	97439618	79153	*	2n	NA12877	verkko
chr2	97489618	97545925	56308	*	2n	NA12877	verkko
chr2	97545926	97545926	1	*	multi	NA12877	verkko
chr2	97545927	109930158	12384232	*	2n	NA12877	verkko
chr2	109930159	109975586	45428	*	1n	NA12877	verkko
chr2	109975587	110095177	119591	*	2n	NA12877	verkko
chr2	110095178	110276209	181032	*	1n	NA12877	verkko
chr2	110276210	116950544	6674335	*	2n	NA12877	verkko
chr2	116950545	116950952	408	*	1n	NA12877	verkko
chr2	116950953	130060798	13109846	*	2n	NA12877	verkko
chr2	130061334	130529529	468196	*	2n	NA12877	verkko
chr2	130529530	130547145	17616	*	multi	NA12877	verkko
chr2	130547146	130589856	42711	*	2n	NA12877	verkko
chr2	130589857	130590001	145	*	1n	NA12877	verkko
chr2	130590002	138247429	7657428	*	2n	NA12877	verkko
chr2	138251018	146105051	7854034	*	2n	NA12877	verkko
chr2	146105052	146119293	14242	*	1n	NA12877	verkko
chr2	146119294	152603405	6484112	*	2n	NA12877	verkko
chr2	152603406	152604931	1526	*	1n	NA12877	verkko
chr2	152604932	168867740	16262809	*	2n	NA12877	verkko
chr2	168867741	168867741	1	*	multi	NA12877	verkko
chr2	168867742	179200620	10332879	*	2n	NA12877	verkko
chr2	179200621	179216830	16210	*	1n	NA12877	verkko
chr2	179216831	183704450	4487620	*	2n	NA12877	verkko
chr2	183704451	183706334	1884	*	1n	NA12877	verkko
chr2	183706335	191599848	7893514	*	2n	NA12877	verkko
chr2	191599849	191745122	145274	*	multi	NA12877	verkko
chr2	191745123	231578973	39833851	*	2n	NA12877	verkko
chr2	231579345	231579359	15	*	1n	NA12877	verkko
chr2	231579360	231823173	243814	*	2n	NA12877	verkko
chr2	231823174	231828918	5745	*	1n	NA12877	verkko
chr2	231828919	238903659	7074741	*	2n	NA12877	verkko
chr2	238904047	239643108	739062	*	2n	NA12877	verkko
chr2	239643441	242129932	2486492	*	2n	NA12877	verkko
chr2	242129933	242182787	52855	*	multi	NA12877	verkko
chr2	242182788	242183315	528	*	2n	NA12877	verkko
chr2	242183316	242183527	212	*	1n	NA12877	verkko
chr3	10000	10002	3	*	1n	NA12877	verkko
chr3	10003	7128504	7118502	*	2n	NA12877	verkko
chr3	7128690	20301190	13172501	*	2n	NA12877	verkko
chr3	20301487	25995317	5693831	*	2n	NA12877	verkko
chr3	25995318	26128994	133677	*	1n	NA12877	verkko
chr3	26128995	43681491	17552497	*	2n	NA12877	verkko
chr3	43681492	43681492	1	*	multi	NA12877	verkko
chr3	43681493	44699599	1018107	*	2n	NA12877	verkko
chr3	44700690	52993164	8292475	*	2n	NA12877	verkko
chr3	52993165	53004881	11717	*	1n	NA12877	verkko
chr3	53004882	75629854	22624973	*	2n	NA12877	verkko
chr3	75629855	75629856	2	*	multi	NA12877	verkko
chr3	75629857	75708276	78420	*	multi	NA12877	verkko
chr3	75708277	75708301	25	*	multi	NA12877	verkko
chr3	75708302	75749481	41180	*	2n	NA12877	verkko
chr3	75749482	75866151	116670	*	multi	NA12877	verkko
chr3	75866152	80013716	4147565	*	2n	NA12877	verkko
chr3	80015319	90721518	10706200	*	2n	NA12877	verkko
chr3	90773694	90819586	45893	*	1n	NA12877	verkko
chr3	90819587	90948116	128530	*	2n	NA12877	verkko
chr3	90948117	90958308	10192	*	1n	NA12877	verkko
chr3	90958309	90989333	31025	*	2n	NA12877	verkko
chr3	90989334	91058990	69657	*	1n	NA12877	verkko
chr3	91058991	91072238	13248	*	2n	NA12877	verkko
chr3	91072239	91168941	96703	*	1n	NA12877	verkko
chr3	91206320	91211671	5352	*	1n	NA12877	verkko
chr3	91284821	91285004	184	*	1n	NA12877	verkko
chr3	91285005	91553123	268119	*	2n	NA12877	verkko
chr3	91553124	91553318	195	*	1n	NA12877	verkko
chr3	91720985	91780960	59976	*	1n	NA12877	verkko
chr3	91780961	91826392	45432	*	multi	NA12877	verkko
chr3	91826393	92047199	220807	*	1n	NA12877	verkko
chr3	92047200	92049187	1988	*	multi	NA12877	verkko
chr3	92049188	92092820	43633	*	1n	NA12877	verkko
chr3	92119495	92149863	30369	*	1n	NA12877	verkko
chr3	92299132	92328286	29155	*	1n	NA12877	verkko
chr3	92333184	92339468	6285	*	1n	NA12877	verkko
chr3	92339469	92380951	41483	*	multi	NA12877	verkko
chr3	92380952	92458998	78047	*	multi	NA12877	verkko
chr3	92458999	92485717	26719	*	multi	NA12877	verkko
chr3	92485718	92496666	10949	*	2n	NA12877	verkko
chr3	92496667	92527418	30752	*	1n	NA12877	verkko
chr3	92667900	92670541	2642	*	1n	NA12877	verkko
chr3	92670542	92744944	74403	*	multi	NA12877	verkko
chr3	92744945	92745141	197	*	1n	NA12877	verkko
chr3	92815878	92838619	22742	*	1n	NA12877	verkko
chr3	92838620	92926488	87869	*	multi	NA12877	verkko
chr3	92926489	93020333	93845	*	1n	NA12877	verkko
chr3	93026019	93028255	2237	*	1n	NA12877	verkko
chr3	93028256	93141290	113035	*	2n	NA12877	verkko
chr3	93141291	93226620	85330	*	multi	NA12877	verkko
chr3	93226621	93254235	27615	*	2n	NA12877	verkko
chr3	93254236	93277200	22965	*	1n	NA12877	verkko
chr3	93317409	93422798	105390	*	1n	NA12877	verkko
chr3	93470361	93485330	14970	*	1n	NA12877	verkko
chr3	93485331	93618261	132931	*	multi	NA12877	verkko
chr3	93618262	93646228	27967	*	2n	NA12877	verkko
chr3	93646229	93649223	2995	*	1n	NA12877	verkko
chr3	93705581	93714068	8488	*	1n	NA12877	verkko
chr3	93714069	128660180	34946112	*	2n	NA12877	verkko
chr3	128660181	128661413	1233	*	1n	NA12877	verkko
chr3	128661414	130044537	1383124	*	2n	NA12877	verkko
chr3	130044538	130087901	43364	*	1n	NA12877	verkko
chr3	130087902	146667403	16579502	*	2n	NA12877	verkko
chr3	146672617	147888876	1216260	*	2n	NA12877	verkko
chr3	147888877	147889452	576	*	1n	NA12877	verkko
chr3	147889453	151664749	3775297	*	2n	NA12877	verkko
chr3	151664750	151664750	1	*	multi	NA12877	verkko
chr3	151664751	187418139	35753389	*	2n	NA12877	verkko
chr3	187424419	193157540	5733122	*	2n	NA12877	verkko
chr3	193157541	193167615	10075	*	1n	NA12877	verkko
chr3	193167616	195631095	2463480	*	2n	NA12877	verkko
chr3	195631096	195631096	1	*	multi	NA12877	verkko
chr3	195631097	195633504	2408	*	2n	NA12877	verkko
chr3	195633505	195633547	43	*	multi	NA12877	verkko
chr3	195633548	195760389	126842	*	2n	NA12877	verkko
chr3	195760390	195761412	1023	*	1n	NA12877	verkko
chr3	195761413	195778879	17467	*	2n	NA12877	verkko
chr3	195778880	195780914	2035	*	1n	NA12877	verkko
chr3	195780915	195956537	175623	*	2n	NA12877	verkko
chr3	195956538	195957475	938	*	1n	NA12877	verkko
chr3	195957476	197911778	1954303	*	2n	NA12877	verkko
chr3	197911779	197915760	3982	*	1n	NA12877	verkko
chr3	197915761	197933265	17505	*	2n	NA12877	verkko
chr3	197933266	197949763	16498	*	multi	NA12877	verkko
chr3	197949764	198219541	269778	*	2n	NA12877	verkko
chr3	198219542	198226593	7052	*	1n	NA12877	verkko
chr4	10000	10010	11	*	multi	NA12877	verkko
chr4	10011	27711	17701	*	multi	NA12877	verkko
chr4	27712	68825	41114	*	multi	NA12877	verkko
chr4	68826	1429357	1360532	*	2n	NA12877	verkko
chr4	1429358	1429358	1	*	1n	NA12877	verkko
chr4	1441552	4121049	2679498	*	2n	NA12877	verkko
chr4	4121050	4151249	30200	*	1n	NA12877	verkko
chr4	4151250	8636597	4485348	*	2n	NA12877	verkko
chr4	8636598	8636598	1	*	multi	NA12877	verkko
chr4	8636599	8797475	160877	*	2n	NA12877	verkko
chr4	8797476	8797477	2	*	1n	NA12877	verkko
chr4	8816477	9156318	339842	*	2n	NA12877	verkko
chr4	9208574	9222042	13469	*	2n	NA12877	verkko
chr4	9222043	9222043	1	*	multi	NA12877	verkko
chr4	9222044	9272769	50726	*	2n	NA12877	verkko
chr4	9272770	9272810	41	*	1n	NA12877	verkko
chr4	9322925	9455374	132450	*	2n	NA12877	verkko
chr4	9455375	9479783	24409	*	1n	NA12877	verkko
chr4	9479784	10209636	729853	*	2n	NA12877	verkko
chr4	10232943	31203674	20970732	*	2n	NA12877	verkko
chr4	31203675	31203698	24	*	multi	NA12877	verkko
chr4	31203699	31819293	615595	*	2n	NA12877	verkko
chr4	31819294	31819295	2	*	1n	NA12877	verkko
chr4	31832451	31832535	85	*	1n	NA12877	verkko
chr4	31832536	32833016	1000481	*	2n	NA12877	verkko
chr4	32839216	34778263	1939048	*	2n	NA12877	verkko
chr4	34778264	34827320	49057	*	1n	NA12877	verkko
chr4	34827321	45025002	10197682	*	2n	NA12877	verkko
chr4	45025003	45025053	51	*	multi	NA12877	verkko
chr4	45025054	49091885	4066832	*	2n	NA12877	verkko
chr4	49091886	49093239	1354	*	1n	NA12877	verkko
chr4	49093240	49121224	27985	*	2n	NA12877	verkko
chr4	49121225	49131888	10664	*	1n	NA12877	verkko
chr4	49131889	49133239	1351	*	2n	NA12877	verkko
chr4	49133240	49140955	7716	*	multi	NA12877	verkko
chr4	49140956	49308998	168043	*	multi	NA12877	verkko
chr4	49308999	49309019	21	*	multi	NA12877	verkko
chr4	49309020	49336924	27905	*	2n	NA12877	verkko
chr4	49486924	49487007	84	*	1n	NA12877	verkko
chr4	49487008	49514568	27561	*	2n	NA12877	verkko
chr4	49514569	49514569	1	*	multi	NA12877	verkko
chr4	49514570	49514711	142	*	2n	NA12877	verkko
chr4	49514712	49514712	1	*	multi	NA12877	verkko
chr4	49514713	49552678	37966	*	2n	NA12877	verkko
chr4	49552679	49581055	28377	*	multi	NA12877	verkko
chr4	49581056	49647611	66556	*	2n	NA12877	verkko
chr4	49647612	49657824	10213	*	1n	NA12877	verkko
chr4	49741140	49743740	2601	*	1n	NA12877	verkko
chr4	49743741	49746778	3038	*	2n	NA12877	verkko
chr4	49746779	49785068	38290	*	multi	NA12877	verkko
chr4	49785069	49786783	1715	*	2n	NA12877	verkko
chr4	49786784	49794601	7818	*	1n	NA12877	verkko
chr4	49828571	49843883	15313	*	1n	NA12877	verkko
chr4	49843884	49850573	6690	*	2n	NA12877	verkko
chr4	49850574	49855090	4517	*	multi	NA12877	verkko
chr4	49855091	49875355	20265	*	multi	NA12877	verkko
chr4	49875356	49910064	34709	*	multi	NA12877	verkko
chr4	49910065	49910480	416	*	2n	NA12877	verkko
chr4	49910481	49917916	7436	*	1n	NA12877	verkko
chr4	49917917	49918420	504	*	2n	NA12877	verkko
chr4	49918421	49920960	2540	*	multi	NA12877	verkko
chr4	49920961	49936065	15105	*	multi	NA12877	verkko
chr4	49936066	50003576	67511	*	multi	NA12877	verkko
chr4	50003577	50007059	3483	*	2n	NA12877	verkko
chr4	50007060	50009012	1953	*	1n	NA12877	verkko
chr4	50018929	50023805	4877	*	1n	NA12877	verkko
chr4	50023806	50024177	372	*	2n	NA12877	verkko
chr4	50024178	50057504	33327	*	multi	NA12877	verkko
chr4	50057505	50101676	44172	*	1n	NA12877	verkko
chr4	50101677	50127430	25754	*	multi	NA12877	verkko
chr4	50127431	50138571	11141	*	1n	NA12877	verkko
chr4	50138572	50139395	824	*	2n	NA12877	verkko
chr4	50139396	50251652	112257	*	multi	NA12877	verkko
chr4	50251653	50274747	23095	*	1n	NA12877	verkko
chr4	50274748	50290974	16227	*	2n	NA12877	verkko
chr4	50290975	50348461	57487	*	multi	NA12877	verkko
chr4	50348462	50368854	20393	*	multi	NA12877	verkko
chr4	50368855	50383071	14217	*	multi	NA12877	verkko
chr4	50383072	50384914	1843	*	2n	NA12877	verkko
chr4	50384915	50433987	49073	*	1n	NA12877	verkko
chr4	50433988	50466544	32557	*	multi	NA12877	verkko
chr4	50466545	50470155	3611	*	1n	NA12877	verkko
chr4	50506673	50506690	18	*	1n	NA12877	verkko
chr4	50506691	50527693	21003	*	2n	NA12877	verkko
chr4	50527694	50530949	3256	*	1n	NA12877	verkko
chr4	50530950	50531472	523	*	2n	NA12877	verkko
chr4	50531473	50575716	44244	*	multi	NA12877	verkko
chr4	50575717	50605923	30207	*	1n	NA12877	verkko
chr4	50611808	50641831	30024	*	1n	NA12877	verkko
chr4	50688365	50688788	424	*	1n	NA12877	verkko
chr4	50688789	50776069	87281	*	multi	NA12877	verkko
chr4	50776070	50776233	164	*	2n	NA12877	verkko
chr4	50776234	50776602	369	*	1n	NA12877	verkko
chr4	50875241	50884817	9577	*	1n	NA12877	verkko
chr4	50884818	50909917	25100	*	multi	NA12877	verkko
chr4	50909918	50912761	2844	*	1n	NA12877	verkko
chr4	51156848	51160014	3167	*	1n	NA12877	verkko
chr4	51160015	51170645	10631	*	2n	NA12877	verkko
chr4	51170646	51258095	87450	*	multi	NA12877	verkko
chr4	51258096	51265820	7725	*	1n	NA12877	verkko
chr4	51428098	51453517	25420	*	1n	NA12877	verkko
chr4	51489936	51533532	43597	*	1n	NA12877	verkko
chr4	51608383	51609201	819	*	1n	NA12877	verkko
chr4	51609202	51666285	57084	*	multi	NA12877	verkko
chr4	51666286	51687165	20880	*	1n	NA12877	verkko
chr4	51708079	51743735	35657	*	1n	NA12877	verkko
chr4	51793951	51797011	3061	*	1n	NA12877	verkko
chr4	51797012	58878793	7081782	*	2n	NA12877	verkko
chr4	58921381	58921392	12	*	1n	NA12877	verkko
chr4	58921393	65936763	7015371	*	2n	NA12877	verkko
chr4	65937115	68507464	2570350	*	2n	NA12877	verkko
chr4	68507465	68507499	35	*	1n	NA12877	verkko
chr4	68624776	68624810	35	*	1n	NA12877	verkko
chr4	68624811	87925796	19300986	*	2n	NA12877	verkko
chr4	87925797	87937560	11764	*	1n	NA12877	verkko
chr4	87937561	91010406	3072846	*	2n	NA12877	verkko
chr4	91010407	91012489	2083	*	1n	NA12877	verkko
chr4	91012490	98761562	7749073	*	2n	NA12877	verkko
chr4	98761563	98761806	244	*	1n	NA12877	verkko
chr4	98761807	117975214	19213408	*	2n	NA12877	verkko
chr4	117975215	118037757	62543	*	multi	NA12877	verkko
chr4	118037758	131760937	13723180	*	2n	NA12877	verkko
chr4	131760938	131760938	1	*	multi	NA12877	verkko
chr4	131760939	134511733	2750795	*	2n	NA12877	verkko
chr4	134511734	134511794	61	*	multi	NA12877	verkko
chr4	134511795	145693877	11182083	*	2n	NA12877	verkko
chr4	145694352	145694581	230	*	1n	NA12877	verkko
chr4	145694582	150251149	4556568	*	2n	NA12877	verkko
chr4	150251150	150251150	1	*	multi	NA12877	verkko
chr4	150251151	155957292	5706142	*	2n	NA12877	verkko
chr4	155957293	155957293	1	*	multi	NA12877	verkko
chr4	155957294	161132098	5174805	*	2n	NA12877	verkko
chr4	161132099	161132507	409	*	1n	NA12877	verkko
chr4	161132508	166579970	5447463	*	2n	NA12877	verkko
chr4	166579971	166579971	1	*	multi	NA12877	verkko
chr4	166579972	187950173	21370202	*	2n	NA12877	verkko
chr4	187950174	187954783	4610	*	1n	NA12877	verkko
chr4	187954784	189036171	1081388	*	2n	NA12877	verkko
chr4	189036172	189036343	172	*	1n	NA12877	verkko
chr4	189036344	189234678	198335	*	2n	NA12877	verkko
chr4	189234679	189235357	679	*	1n	NA12877	verkko
chr4	189235358	189795482	560125	*	2n	NA12877	verkko
chr4	189795483	189876455	80973	*	multi	NA12877	verkko
chr4	189876456	189911480	35025	*	multi	NA12877	verkko
chr4	189911481	189911910	430	*	multi	NA12877	verkko
chr4	189911911	190093192	181282	*	multi	NA12877	verkko
chr4	190093193	190122760	29568	*	multi	NA12877	verkko
chr4	190122761	190123118	358	*	1n	NA12877	verkko
chr5	10000	686782	676783	*	2n	NA12877	verkko
chr5	686783	765103	78321	*	1n	NA12877	verkko
chr5	765104	765104	1	*	multi	NA12877	verkko
chr5	765105	778844	13740	*	1n	NA12877	verkko
chr5	778845	1063637	284793	*	2n	NA12877	verkko
chr5	1063638	1075647	12010	*	1n	NA12877	verkko
chr5	1075648	12685829	11610182	*	2n	NA12877	verkko
chr5	12685830	12685830	1	*	multi	NA12877	verkko
chr5	12685831	17521079	4835249	*	2n	NA12877	verkko
chr5	17521080	17521080	1	*	multi	NA12877	verkko
chr5	17521081	17529796	8716	*	2n	NA12877	verkko
chr5	17529797	17529848	52	*	1n	NA12877	verkko
chr5	17580561	17580573	13	*	1n	NA12877	verkko
chr5	17580574	17598413	17840	*	2n	NA12877	verkko
chr5	17598414	17598414	1	*	multi	NA12877	verkko
chr5	17598415	17598428	14	*	2n	NA12877	verkko
chr5	17598429	17598429	1	*	multi	NA12877	verkko
chr5	17598430	21497201	3898772	*	2n	NA12877	verkko
chr5	21497202	21497202	1	*	multi	NA12877	verkko
chr5	21497203	29069210	7572008	*	2n	NA12877	verkko
chr5	29069211	29069519	309	*	1n	NA12877	verkko
chr5	29069520	32856184	3786665	*	2n	NA12877	verkko
chr5	32856185	32856618	434	*	1n	NA12877	verkko
chr5	32856619	34179525	1322907	*	2n	NA12877	verkko
chr5	34179526	34179526	1	*	multi	NA12877	verkko
chr5	34179527	34184714	5188	*	2n	NA12877	verkko
chr5	34184715	34184715	1	*	multi	NA12877	verkko
chr5	34184716	34191658	6943	*	2n	NA12877	verkko
chr5	34191659	34191659	1	*	multi	NA12877	verkko
chr5	34191660	46435900	12244241	*	2n	NA12877	verkko
chr5	46802785	46805898	3114	*	1n	NA12877	verkko
chr5	46805899	46935183	129285	*	2n	NA12877	verkko
chr5	46935184	46950352	15169	*	multi	NA12877	verkko
chr5	46950353	47006390	56038	*	2n	NA12877	verkko
